0x30b9e8db,전사의 길
0x310d52e6,어둠의 안개 핵
0x3179d677,화려한 원반북
0x32515379,유목민 고원 뼈 열쇠
0x332771ed,생 야생 고기
0x34848d47,납작한 빵
0x35e04507,망자의 전당 진열장(소형 슬롯 2개)
0x35e5b2c7,초록 발광 블록
0x35ff325e,칠흑의 묘지 블록
0x361cac7d,어둠의 안개에 서린 얼음
0x367671fc,스프링랜드 흙
0x37048303,전용 망자 바지
0x370da181,최상급 마나 물약 +
0x3b54e8dc,어둠의 안개 결속 완드
0x3c2f3434,잠수용 투구
0x3c991bac,어둠의 심장
0x3cd11ea7,고대 유적 양초
0x3d283217,돌 이중 문
0x3e0a457e,상급 천둥 벼락 도끼
0x3f251e7a,청동 키클롭스 전리품
0x4080aed3,돌로 벼린 검
0x40868797,생 양모
0x4147ab80,핏빛 장미 하의
0x41d6954f,어둠의 천둥투사 머리
0x433786a5,고대 유적 샹들리에
0x43a7afc4,수정 칼
0x43d88800,연마석
0x4434a1a7,조잡한 나무 협탁
0x446bbe85,어둠의 키클롭스 머리
0x44e73c12,큰 암모나이트
0x4549d3db,강불에 그스른 생선가스
0x45ea17dc,세련된 나무 협탁
0x46035b03,철 어둠의 천둥투사 전리품
0x468ff51c,유목민 고원 두꺼운 나무 묘목
0x47567384,철 블록
0x48127fa0,원시 돌 선반
0x48285094,빛벼린 단검
0x4847c675,대형 높은 고대 유적 관 II
0x4894f8c9,파란 발광 블록
0x49be8169,철 고대 유적 화로
0x4a5bbfab,비옥한 레벨우드 흙
0x4a67bd7c,대마법사 장갑
0x4b41a9b4,고대 유적 해골 횃불
0x4c46949e,어둠의 시클사이드 전리품
0x4d2eec80,드락 부조 III
0x4d64a14d,드락 사원 꽃병 VII
0x4daa7975,최상급 지구력 반지
0x4e205581,드락 나무 토템 I
0x4e9ce637,"망자의 전당 진열장(소형 슬롯 3개, 중형 슬롯 2개)"
0x4f4241b2,베일워터 분지 잔해
0x4fcd6ae3,드락 사원 지붕 블록
0x500ef1a8,유목민 고원 흙
0x50610e34,히드락달 머리
0x513dc4d0,지구력 반지
0x5412efb7,망자의 전야 장화
0x5465a094,황동 황소 투구
0x54bd5f72,아래턱 분쇄기
0x5540ce66,돌 연회용 탁자
0x560d47b9,어둠의 의상
0x561a90c8,철 창틀
0x570a7714,상급 어둠의 안개 생존 플라스크
0x573db046,불타는 황무지 꽃
0x5772e55e,큰 망자의 전야 호박 I
0x57e5adba,정예 망자 투구
0x58602f3d,비옥한 불타는 황무지 모래
0x588c595c,돌 기둥 토대
0x58a6245a,어둠의 살육자 묘목
0x58ff1586,고대 유적 두개골 횃대
0x595ee535,거치된 나무통
0x5988c56c,찢어진 연금술사의 벽걸이 장식
0x5a8fa977,어둠의 흉물 전리품
0x5acad221,얼어붙은 완갑
0x5ba5f745,원반북
0x5bb7a399,망자의 전야 제작법
0x5bc3b989,진홍등어
0x5c13f2f0,털 짚 깔개
0x5c1a596b,드락점액에 바치는 경의
0x5cd9f2c8,불타는 완갑
0x5da8e20c,드락 새끼 단검
0x5dfd7612,기술 포인트
0x5ed335b3,알바네브 봉우리 흙
0x5f0728ab,상급 어둠의 안개 생존 플라스크
0x5fb1ac38,청동 어둠의 키클롭스 전리품
0x60e264aa,부카 투사 전리품
0x610a2d94,어둠의 안개의 광휘
0x618153ad,최상급 마나 물약
0x6211ee33,불타는 황무지 뼈 열쇠
0x62627d88,나무 창틀
0x648517ef,어둠의 안개 나무
0x64a25328,어둠의 안개 나무 블록
0x66e09ee0,단일 지붕 블록 0.5m
0x66e31caa,비밀 나무 문
0x66f3c377,어둠의 안개 결합체
0x672bbc8f,황금 부카 투사 전리품
0x674d846f,철 가루
0x6783d6d2,철 어둠의 키클롭스 전리품
0x6883ead5,약탈자 모닥불
0x68d6f3da,금괴
0x693e846e,불 그릇
0x694af0c4,어둠의 안개에 서린 도끼
0x69990348,상급 황금 쌍둥이 불꽃 검
0x69c364f4,큰 검은 수렁 조각상 II
0x6b784e9a,청동 히드락달 전리품
0x6b7afb96,청동 어둠의 새끼 용 전리품
0x6ba10feb,최상급 체력 물약 +
0x6bad7185,고대 유적 문
0x6bc377f9,큰 강철 통
0x6c805921,어둠의 안개 방직공
0x6cef66c9,그물버섯
0x6d690ad7,물고기 전리품 보드
0x6e6e25cc,중형 고대 유적 탁자
0x6e97da26,드락 돌 토템 I
0x6fdfc464,"큰 돌 조각상 ""검"""
0x6fe1856f,궁극의 지구력 반지
0x717910f1,대형 고대 유적 보관장
0x719c5b58,어둠의 쐐기 활
0x721ce56e,대검 완갑
0x7241eeb1,드락 사원 꽃병 VI
0x7362acdf,어둠의 방패
0x7365cb51,황동 황소 장갑
0x745acf17,반딧불이
0x7570b732,노란색 발광 블록
0x75d28226,귀중한 해골 전리품
0x75daa146,짐승 부위
0x778ac0a1,대형 야자수 캐비닛
0x7809c468,대형 고대 유적 묘
0x78ca7070,어둠의 위습와이번 전리품
0x7914d96e,최상급 마나 반지
0x7a3289e0,소형 야자수 캐비닛
0x7ad22f51,구리 주괴
0x7bc7e640,구운 불타는 지느러미
0x7c52640b,약탈자 여족장 투구
0x7c6d6d36,중형 고대 유적 보관장
0x7ca20d67,황금 히드락달 전리품
0x7d4281f6,철 히드락달 전리품
0x7d4c8067,짐승 분비샘
0x7d4e7eda,아한대 나무 협탁
0x7d87d1a7,원형 돌 창틀
0x7d921b1d,어둠의 안개 입자
0x7da6045f,어둠의 흉물 머리
0x7e939fbf,히드락달 전리품
0x80c6c929,키클롭스 전리품
0x8101a532,거대 고대 유적 문
0x8146e457,드락달 척추
0x844bd031,상급 엑토플라즘 수프
0x845f0181,나무 토대
0x85740581,황금 어둠의 위습와이번 전리품
0x85dc3fcb,어둠의 안개 유성
0x86822aae,상급 체력 물약
0x8755af50,철 이중 문
0x887b1a15,증기 회전구
0x88c6c15e,비밀 사암 문
0x88fa8dd0,돌 침대 옆 탁자
0x893819c6,입방체 1m
0x8989a547,곤봉
0x89a1ff9a,어둠의 시클사이드 안개
0x89ad5a36,어둠의 새끼 용 머리
0x8a1fd052,상어이빨 대검
0x8aa06f00,용의 파멸
0x8b32daba,대마법사 장화
0x8cc3a4b0,회피 구르기 공격
0x8db2875a,어둠의 위습와이번 머리
0x8e919e2c,열대 나무
0x8ff7ace4,레벨우드 흙
0x8ffda210,망자의 전당 진열장(소형 슬롯 3개)
0x9001fbe8,하급 체력 반지
0x90033135,가짜 나무 문
0x9022f98a,어둠의 안개 액체
0x9078026f,하급 마나 반지
0x9114e368,고대 유적 독서대
0x918ca66c,가발 머리
0x929f828e,마법사 모자
0x92af9404,청동 벽 횃불
0x930746e0,초월의 보호막
0x930f273d,벽돌-나무 블록
0x93ac9e61,송곳니 칼날
0x94c9d8f2,마법사 흉갑
0x9501d399,돌 샤워기
0x95429eda,드락 부조 II
0x957991bf,나무 협탁
0x95b66f20,드락 부조 VII
0x95d16029,드락 부조 진열장
0x971af5ed,약탈자 광부 도끼
0x973ab80e,중형 망자의 전야 호박 II
0x97e5fcb4,비범한 원반북
0x983b2594,소형 강철 통
0x985bce84,산성 물어뜯기
0x98b0f79d,대마법사 모자
0x9bdd3a22,두개골 전리품 V
0x9c0e51f4,철 벽난로
0x9d8412d0,큰 우아한 소파
0x9de723b1,돌 탁자
0x9e273ce4,어둠의 안개 화살 II
0x9ede70c6,어둠의 멧돼지 엄니
0x9fb5e9c1,돌 창틀
0xa0081f21,망자의 전야 바지
0xa0544908,드락 사원 꽃병 II
0xa0841862,화덕
0xa0888cf1,청동 어둠의 흉물 전리품
0xa0b29e05,소형 돌 아치
0xa180dac3,식물과 묘목 도감
0xa368dbfe,드락 나무 토템 IV
0xa37747a6,거인 뼈 화살 I
0xa5f89117,돌 벽난로
0xa6980183,어둠의 안개 유물
0xa7306d91,어둠의 날개 도끼
0xa76ef354,소형 고대 유적 보관장
0xa7a1f609,무딘 단검
0xa7b4be5f,철 어둠의 시클사이드 전리품
0xa7debdef,돌 협탁
0xa819111c,큰 상자
0xa84075db,철 벤치
0xaae61869,청동 어둠의 시클사이드 전리품
0xaae9580a,유목민 고원 가느다란 나무 묘목
0xab297276,어둠의 시클사이드 머리
0xac6d3abd,상급 액토플라즘
0xacfad591,하급 황금 쌍둥이 불꽃 검
0xad25b6f3,비옥한 유목민 고원 흙
0xaee3e437,어둠의 안개 화살 I
0xaef403bf,대형 세련된 나무 캐비닛
0xaf73bc50,어둠의 안개 포자
0xaf8e9287,비옥한 베일워터 분지 흙
0xafd53ea7,드락 돌 토템 IV
0xb02549ef,망가진 망자의 전당 깃발
0xb1139b0a,마법사 장갑
0xb18b4ef2,저주받은 어둠의 안개 주머니
0xb2cef1de,드락 돌 토템 III
0xb3b4f453,장식용 화덕 II
0xb55b5d37,소형 세련된 나무 찬장
0xb5fda903,황금 어둠의 키클롭스 전리품
0xb70ce04f,정예 망자 장갑
0xb82ff014,고대 유적 벽 횃불
0xb890ef88,정예 망자 바지
0xb8f2eadd,어둠의 안개 함유 농업용 토양
0xb910938b,드락 부조 IV
0xb9204f8d,드락 사원 블록
0xba338d5d,대형 고대 유적 찬장
0xba381268,소검
0xbaf14d94,핏빛 장미 장갑
0xbb288133,탁월한 지구력의 반지
0xbb4d121b,불타는 황무지 잔해
0xbb612f0d,유목민 고원 잔해
0xbb64a560,불타는 지느러미
0xbb9fd652,어둠의 천둥투사 전리품
0xbc027201,드락 돌 토템 II
0xbcb1dfba,신선한 어둠의 안개 포자
0xbd84e432,짐승 솜인형
0xbdad7096,황동 황소 방패
0xbe11aee7,두개골 전리품 II
0xbeefa07f,두개골 전리품 IV
0xbf064a42,전용 망자 흉갑
0xbf0e7f8c,황금 어둠의 천둥투사 전리품
0xbf821099,철 어둠의 흉물 전리품
0xbf8ed027,소형 야자수 찬장
0xc0269530,대형 돌 아치
0xc03acdf5,어둠의 안개에 서린 기름
0xc0ac1259,어둠의 안개 자루
0xc1dfdad7,철 벌목용 도끼
0xc241ec92,어둠의 플라스크
0xc30e4552,고대 유적 의자
0xc355ca51,청동 부카 투사 전리품
0xc40d4c3d,상급 마나 반지
0xc43cf906,대형 철 고대 유적 화로
0xc4acdf48,어둠의 안개 연쇄 광선
0xc4ad0aef,"큰 청동 조각상 ""뱀"""
0xc4d68caa,드락 사원 꽃병 III
0xc4ffae9d,투박한 협탁
0xc5118d49,철 문
0xc5f24a94,대마법사 바지
0xc77a9a93,상급 마나 물약
0xc7fccbd3,소형 망자의 전야 호박 II
0xc90b8692,철 버킷
0xc9711a2f,고대 유적 벽 두개골 횃불
0xca6365cb,황금 어둠의 새끼 용 전리품
0xcac7f0b6,대형 원형 돌 창틀
0xcb303698,약탈자 징
0xcb8326e9,대형 고대 유적 관 뚜껑
0xcbd5708e,철 고대 유적 샹들리에
0xcc029f4b,소형 플라스크
0xcc45458d,드락 피
0xccbce801,비옥한 스프링랜드 흙
0xce4b5258,어둠의 지휘관 활
0xcf1e4acb,어둠의 안개 증기
0xcf23ac79,고대 유적 울타리
0xd02cc127,어둠의 안개에 서린 키클롭스 눈
0xd10f9f04,대형 원형 철 창틀
0xd2463965,묘지 문
0xd341a936,어둠의 안개 생존 플라스크
0xd38c7ba7,바스러지는 어둠의 안개 조각
0xd3a065d4,오레올린 꽃
0xd445d8c9,망자의 전야 흉갑
0xd4693ee1,짐승 폭탄
0xd4c224fb,소형 장식용 트리
0xd5239fb6,드락 휘파람 활
0xd5e323eb,전용 망자 장화
0xd630ba12,거대 상자
0xd70a4ccd,대형 짐승 비늘
0xd741c1a9,대형 고대 유적 관 I
0xd77e4f5d,드락 사원 꽃병 IV
0xd789fd7f,망자의 키클롭스 전리품
0xd8e2debc,드락 사원 꽃병 V
0xd92726bb,어둠의 안개에 오염된 망치
0xd945beca,반 나무 블록
0xdc0b688d,망자의 전야 장갑
0xdc42f2e4,상급 체력 반지
0xdcf6bbb8,어둠의 안개 모래
0xdd84288b,드락 비늘
0xddd6cb83,두개골 전리품 III
0xde742bbd,베일워터 분지 모래
0xdfb7d581,소형 세련된 나무 캐비닛
0xdfc11143,어둠의 검
0xe03ddb9a,중형 망자의 전야 호박 III
0xe058e16a,프리즘 보호막
0xe0a6e641,황금 어둠의 시클사이드 전리품
0xe0bf0f64,망자의 전야 깃발
0xe0fffccf,돌 기둥
0xe1f8a56b,가죽 조각
0xe22edfcb,장식된 드락 새끼 단검
0xe262852f,망자의 전당 진열장(중형 슬롯 2개)
0xe2852e19,고대의 드락 완드
0xe2f5f127,높은 고대 유적 울타리
0xe33adaa7,탱커 투구
0xe39794c9,드락 부조 I
0xe412e951,산성 물어뜯기(영구)
0xe4208e07,회오리 강타
0xe613523f,드락 돌 토템 V
0xe63898ce,<keyitem>가마솥</keyitem>
0xe6a04849,그물버섯 종균
0xe7542813,드락 사원 꽃병 I
0xe918fab1,드락 장화
0xea3c73ac,상급 체력 물약 +
0xea914258,큰 가죽 상자
0xeab1b5f4,짐승 미끼
0xeb4d6dca,대형 고대 유적 탁자
0xebdf814f,드락 부조 V
0xec5356cd,원형 철 창틀
0xecad6aca,드락 나무 토템 V
0xecc82051,어둠의 안개 젤라틴
0xece0e857,고대 유적 화로
0xed25e8fb,상급 지구력 반지
0xed787979,영체 보호막
0xedcf0bbd,지구력 물약
0xee014087,철 키클롭스 전리품
0xf09cc712,끈
0xf0a41409,소형 망자의 전야 호박 III
0xf14a9ba6,어둠의 안개 점액
0xf167f5ec,황동 황소 장화
0xf18a19f1,불타는 어둠의 심장
0xf27e0bfe,청동 약탈자 여족장 전리품
0xf2e55bc1,대형 세련된 나무 찬장
0xf3f7392e,망자의 키클롭스 머리
0xf41268dd,마법사 장화
0xf4ff1ea4,드락 나무 토템 II
0xf613f70d,드락 나무 토템 III
0xf6b93b5f,망자의 전당 진열장(대형 슬롯 1개)
0xf783233d,돌 문
0xf78d68e7,최고급 낚시 미끼
0xf79e9dd4,북부 수호자 장갑
0xf807d4ef,최상급 체력 물약
0xf83f368f,망자의 전야 후드
0xf85c159e,어둠의 안개 슬러지
0xf8630ed0,황동 황소 흉갑
0xf9160291,철 약탈자 여족장 전리품
0xf92f92ed,마법사 바지
0xf9390972,청동 어둠의 위습와이번 전리품
0xf94d8ee4,화덕
0xf9642381,소형 돌 화로
0xf99eb081,상급 마나 물약 +
0xf9c2ac71,청동 망자의 키클롭스 전리품
0xf9e01b95,약탈자 여족장 전리품
0xfb1753ce,전용 망자 장갑
0xfbfda1a6,청동 어둠의 천둥투사 전리품
0xfc48ffd9,상급 해골 소환 용기
0xfccc07e3,핏빛 장미 흉갑
0xfccfa9f2,장식용 화덕 III
0xfd1fbd27,철 어둠의 위습와이번 전리품
0xfd7f106a,어둠의 안개 버섯
0xfdc52a9a,짐승 껍질
0xfdfd97be,최상급 체력 반지
0xfea3bbd4,황금 키클롭스 전리품
0xff018a6c,화염구 III
0xff9bad6a,철 고대 유적 벽 횃불
0xffa1ca75,손도끼
0xffb1af53,큰 관
0xffe8e155,어둠의 안개 유성비
0xfff1eb70,대형 원형 나무 창틀
0x05d9bfac,파이크미드 봉우리
0x13db1624,강가에서
0x2f078cf4,고요한 메아리
0x8154b104,넘쳐흐르는 잔
0x9a045705,정상의 고독
0xb8ece3ee,화염의 고동
0xcb382ff6,단검과 포도주
0xe61aea74,부드러운 현
0xfc1c3f9a,눈 위의 선혈
0x38c1d524,생명력 흡수
0x4a582219,지구력 흡수
0x627b5baf,지독한
0x76bda7f4,강력한 쳐내기
0x7ac0faa2,어둠의 안개 저항
0x88f0dddf,어둠의 안개 방어구
0x9920eec6,추적
0x9c5b65b6,약탈자 사냥
0xa1918139,머리 추적자
0xa23f0d97,어둠에 대한 피해량
0xcd57cea9,관통 저항
0xd945611e,드락에 대한 피해량
0xf7f644da,지구력
0xffb07b2d,강건한 신체
0x207cef4a,어둠의 적 소환
0x2399de44,회수
0x2b645bb2,어둠의 안개 체류 시간 회복
0x9a599d0b,수색
0xe9e0e56b,화염과 교감
0x1dbbd03e,지능 특성을 1 증가시킵니다.\n\n특성 포인트당 마법 공격력이 5% 증가합니다.
0x67da8f9f,힘 특성을 1 증가시킵니다.\n\n특성 포인트당 근접 공격력이 5% 증가합니다.
0x91b82918,정신 특성을 1 증가시킵니다.\n\n특성 포인트당 마나가 %k 증가합니다.
0xce7c86fd,체질 특성을 1 증가시킵니다.\n\n특성 포인트당 체력이 %k 증가합니다.
0xe69858e8,인내력 특성을 1 증가시킵니다.\n\n특성 포인트당 지구력이 %k 증가합니다.
0xf001ecd0,화염 레벨 2당 지능이 1 증가합니다.
0xf999a9a8,민첩 특성을 1 증가시킵니다.\n\n활과 단검의 공격력이 특성 포인트당 5% 증가합니다.
0x109a6f41,전부 사용
0x11dfad9e,배치
0x3393cba8,건설
0x368a3409,채굴
0x38b03f56,배치
0x3ef2cb79,게이지 충전 후 투척
0x4e0fe198,학습
0x4ff22f5e,사용
0x6b748e17,(길게 누르기) 평탄화
0xb094e110,심기
0xca422c52,전부 사용
0xd6d2a2c4,음악 연주
0x0527e434,어둠의 안개 마법을 사용하여 어둠의 안개 내에 머무는 시간이 5분 감소합니다.
0x0bdc30d4,어둠의 안개에서 머무는 시간이 증가합니다.
0x1902219a,지구력 재생량이 늘어납니다
0x44d9a9c4,기술 재사용 대기시간이 끝나지 않아 마나를 회복할 수 없습니다.
0x4b21ca11,체력 구슬을 획득한 뒤 공격할 때마다 추가 피해를 줍니다. 처치 시 일정 확률로 체력 구슬을 생성합니다.
0x4baae536,치명적인 어둠의 안개 탓에 질식할 지경입니다. 곧 목숨을 잃습니다.
